(24,25) | out1 | out2 | out3 | out4 | out5 | out6 | out7 | out8 | out9 | out10 | out11 | out12 | out13 | out14 | out15 | out16 | out17 | out18 | out19 | out20 | out21 | out22 | out23 | out24 | out25
sec1 | 0.12710216823884807 | 0.0 | 0.004388962939931378 | 0.0 | 0.0 | 0.0 | 0.0 | 0.004298219863669164 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.004951977724771897 | 0.0 | 0.0 | 0.0 | 0.010390218552404894 | 0.0 | 0.005528412235984831 | 0.0 | 0.0028258160971642533 | 0.8405132888191982
sec2 | 0.015588166255336117 | 0.0 | 0.009180692832582596 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0045216901656039785 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.004994486757328346 | 0.0 | 0.0 | 0.0 | 0.00896679611736156 | 0.0 | 0.010475820516250997 | 0.0 | 0.007855194045895636 | 0.9384161131481336
sec3 | 0.014357003521384052 | 0.0 | 0.08579959710279786 | 0.0 | 0.0 | 0.0 | 0.0 | 0.01078941760982335 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.008808164530830206 | 0.0 | 0.0 | 0.0 | 0.0044233481643101815 | 0.0 | 0.005297762804631519 | 0.0 | 0.00373839201133711 | 0.8667853544425177
sec4 | 0.015190498961772648 | 0.0 | 0.0038640260013812376 | 0.0 | 0.0 | 0.0 | 0.0 | 0.004625666666148563 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.004511077599361264 | 0.0 | 0.0 | 0.0 | 0.010036875142595861 | 0.0 | 0.012260885285895164 | 0.0 | 0.008439987500318664 | 0.9410699361575269
sec5 | 0.009010646374382508 | 0.0 | 0.004660275542120367 | 0.0 | 0.0 | 0.0 | 0.0 | 0.011129199908443767 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.004934297028707213 | 0.0 | 0.0 | 0.0 | 0.005382147792074077 | 0.0 | 0.005484184254945899 | 0.0 | 0.004039495529600547 | 0.9553586846181418
sec6 | 0.01506892920135037 | 0.0 | 0.009346973582808659 | 0.0 | 0.0 | 0.0 | 0.0 | 0.005239142716910741 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.009379709199542266 | 0.0 | 0.0 | 0.0 | 0.009636681484634054 | 0.0 | 0.0061100501815172245 | 0.0 | 0.00805564538764571 | 0.9371618304024818
sec7 | 0.008944493016027554 | 0.0 | 0.009599540713540059 | 0.0 | 0.0 | 0.0 | 0.0 | 0.00497587671253459 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.004728114597968293 | 0.0 | 0.0 | 0.0 | 0.0045989383398358785 | 0.0 | 0.01086209651373555 | 0.0 | 0.007670468353744786 | 0.9486194146092392
sec8 | 0.016459117615342994 | 0.0 | 0.003807416956914522 | 0.0 | 0.0 | 0.0 | 0.0 | 0.11097582016899796 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.004489049126880806 | 0.0 | 0.0 | 0.0 | 0.004426823593985484 | 0.0 | 0.004541106929151867 | 0.0 | 0.009300056747272054 | 0.8459996697822103
sec9 | 0.01466688574765538 | 0.0 | 0.004326585122982977 | 0.0 | 0.0 | 0.0 | 0.0 | 0.005529595321966903 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.009602002289203155 | 0.0 | 0.0 | 0.0 | 0.004572134602746505 | 0.0 | 0.0059149071484958845 | 0.0 | 0.0035521966913513543 | 0.95183462940596
sec10 | 0.006878675538428379 | 0.0 | 0.004677848775466246 | 0.0 | 0.0 | 0.0 | 0.0 | 0.005473917329608267 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.011081603732646484 | 0.0 | 0.0 | 0.0 | 0.011686674365948106 | 0.0 | 0.006206508005585035 | 0.0 | 0.00356395648438383 | 0.9504297546749483
sec11 | 0.008103955947533163 | 0.0 | 0.004773154528021592 | 0.0 | 0.0 | 0.0 | 0.0 | 0.011348299586951584 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0047176122210057115 | 0.0 | 0.0 | 0.0 | 0.009824163552181712 | 0.0 | 0.012019192604520617 | 0.0 | 0.004181917775210658 | 0.9450306517569795
sec12 | 0.017302167647868058 | 0.0 | 0.011629025346683393 | 0.0 | 0.0 | 0.0 | 0.0 | 0.004870045507126163 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.011386051799698007 | 0.0 | 0.0 | 0.0 | 0.004743731891062329 | 0.0 | 0.005906394307303977 | 0.0 | 0.009561574109246034 | 0.934599976855276
sec13 | 0.00820389760549786 | 0.0 | 0.004795079511804698 | 0.0 | 0.0 | 0.0 | 0.0 | 0.01194551010789387 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.004313247988545046 | 0.0 | 0.0 | 0.0 | 0.00445135778841261 | 0.0 | 0.012957343796903303 | 0.0 | 0.0038385298977688283 | 0.9494939743486623
sec14 | 0.009929193197678791 | 0.0 | 0.0112005016280967 | 0.0 | 0.0 | 0.0 | 0.0 | 0.013679609647345693 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.011273663357208119 | 0.0 | 0.0 | 0.0 | 0.0041948830771026124 | 0.0 | 0.013284745174133897 | 0.0 | 0.0038102113915887944 | 0.9326261641109854
sec15 | 0.007073126046796581 | 0.0 | 0.004172904979461638 | 0.0 | 0.0 | 0.0 | 0.0 | 0.005245683511603072 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.010250533674235745 | 0.0 | 0.0 | 0.0 | 0.00509243184752744 | 0.0 | 0.013493308363467104 | 0.0 | 0.008837291234169105 | 0.9458336667057035
sec16 | 0.008648057975787073 | 0.0 | 0.004633856167857722 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0099425408628402 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.08550465908077781 | 0.0 | 0.0 | 0.0 | 0.00897308250202792 | 0.0 | 0.010707959458795678 | 0.0 | 0.0040083993044210875 | 0.8675804831843501
sec17 | 0.019891289189024053 | 0.0 | 0.012405013549235594 | 0.0 | 0.0 | 0.0 | 0.0 | 0.014680247025046824 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0046081371918707545 | 0.0 | 0.0 | 0.0 | 0.004091746722427722 | 0.0 | 0.004909889477613676 | 0.0 | 0.004314153817854926 | 0.9350984900443033
sec18 | 0.015024842841892599 | 0.0 | 0.009679057763138469 | 0.0 | 0.0 | 0.0 | 0.0 | 0.004956757230722645 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.010480127507590201 | 0.0 | 0.0 | 0.0 | 0.010490476395377679 | 0.0 | 0.00637662560684833 | 0.0 | 0.0038605844011823116 | 0.9391304873926367
sec19 | 0.008062472177993822 | 0.0 | 0.004497040944077424 | 0.0 | 0.0 | 0.0 | 0.0 | 0.005521281423436133 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.009259533328057129 | 0.0 | 0.0 | 0.0 | 0.005146198762548527 | 0.0 | 0.006081659481963606 | 0.0 | 0.0034272031280414687 | 0.9580035369902131
