(24,25) | out1 | out2 | out3 | out4 | out5 | out6 | out7 | out8 | out9 | out10 | out11 | out12 | out13 | out14 | out15 | out16 | out17 | out18 | out19 | out20 | out21 | out22 | out23 | out24 | out25
sec11 | 0.0 | 0.0 | 0.010366083669293707 | 0.010323231068526197 | 0.0 | 0.006023876088553045 | 0.0 | 0.0041254768244119696 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.005406900282439816 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.9637533897093237
sec12 | 0.0 | 0.0 | 0.003237408564957617 | 0.003779362088703758 | 0.0 | 0.016953998206448568 | 0.0 | 0.003930101035077224 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.004795573797851126 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.9673025093875162
sec13 | 0.0 | 0.0 | 0.009080993093589566 | 0.003641656312882872 | 0.0 | 0.013689960929373836 | 0.0 | 0.010051323969207148 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.006210106593897118 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.9573249286051051
sec14 | 0.0 | 0.0 | 0.00265680580150236 | 0.003264436258465689 | 0.0 | 0.00715064118774068 | 0.0 | 0.003970305830211077 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.005685409652076182 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.9772713372701768
sec15 | 0.0 | 0.0 | 0.0076639051188668325 | 0.008650741050182419 | 0.0 | 0.012341784966877037 | 0.0 | 0.003976040514718116 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.01099944017977586 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.9563670584692009
sec16 | 0.0 | 0.0 | 0.002074259500029202 | 0.0031644203424531702 | 0.0 | 0.005570926527308784 | 0.0 | 0.009851880862848626 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.10257107750131694 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.8767664865768214
sec17 | 0.0 | 0.0 | 0.0031390013224244294 | 0.003815801915517001 | 0.0 | 0.0067368415166533515 | 0.0 | 0.003755542958525458 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.013560760526426996 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.968991001254474
sec18 | 0.0 | 0.0 | 0.002930510883883861 | 0.0042574316906364654 | 0.0 | 0.005992855402126526 | 0.0 | 0.0046525797205648044 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.011633183560535556 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.9705323861050786
sec19 | 0.0 | 0.0 | 0.001668327372881219 | 0.0032886859940863215 | 0.0 | 0.007693030980855486 | 0.0 | 0.014665898317797747 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.006116614471659891 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.9665663974404782
sec20 | 0.0 | 0.0 | 0.0022996871188776425 | 0.003878518185561567 | 0.0 | 0.014658952100284266 | 0.0 | 0.01041660910045692 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.011544882707432196 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.9572003206920128
sec21 | 0.0 | 0.0 | 0.0031049422951400186 | 0.003809579400456475 | 0.0 | 0.007227976483372017 | 0.0 | 0.004226153167128985 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.005557215178848222 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.9760730723874823
sec22 | 0.0 | 0.0 | 0.0024615587360728554 | 0.003947534446316099 | 0.0 | 0.0076486790725503765 | 0.0 | 0.003992118032627674 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.005661613233376193 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.9762874350750865
sec23 | 0.0 | 0.0 | 0.0023076243009447195 | 0.00400015512551695 | 0.0 | 0.01456955635166915 | 0.0 | 0.004187973801931086 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.01154263232102353 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.9633910177114926
sec24 | 0.0 | 0.0 | 0.002211469142203196 | 0.010224671261875843 | 0.0 | 0.006302827382051499 | 0.0 | 0.004748059253258817 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.01225384977662638 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.0 | 0.9642580805767206
